"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Canada","2016A000011124","Employment","Accommodation and food services [72]","Both sexes","15 to 24 years","Persons","249","thousands","3","v19668558","1.2.26.1.2","367.4","","","","1"
"2020","Canada","2016A000011124","Employment","Accommodation and food services [72]","Both sexes","25 to 54 years","Persons","249","thousands","3","v19668559","1.2.26.1.3","447.4","","","","1"
"2020","Canada","2016A000011124","Employment","Accommodation and food services [72]","Both sexes","55 years and over","Persons","249","thousands","3","v19668560","1.2.26.1.4","127.0","","","","1"
"2020","Canada","2016A000011124","Employment","Other services (except public administration) [81]","Both sexes","15 to 24 years","Persons","249","thousands","3","v19668567","1.2.27.1.2","71.9","","","","1"
"2020","Canada","2016A000011124","Employment","Other services (except public administration) [81]","Both sexes","25 to 54 years","Persons","249","thousands","3","v19668568","1.2.27.1.3","461.7","","","","1"
"2020","Canada","2016A000011124","Employment","Other services (except public administration) [81]","Both sexes","55 years and over","Persons","249","thousands","3","v19668569","1.2.27.1.4","203.7","","","","1"
"2020","Canada","2016A000011124","Employment","Public administration [91]","Both sexes","15 to 24 years","Persons","249","thousands","3","v19668576","1.2.28.1.2","55.8","","","","1"
"2020","Canada","2016A000011124","Employment","Public administration [91]","Both sexes","25 to 54 years","Persons","249","thousands","3","v19668577","1.2.28.1.3","742.2","","","","1"
"2020","Canada","2016A000011124","Employment","Public administration [91]","Both sexes","55 years and over","Persons","249","thousands","3","v19668578","1.2.28.1.4","194.5","","","","1"


